text,text_cleaned,length,true_label,true_name,lr_pred,lr_conf,bilstm_pred,bilstm_conf,phobert_pred,phobert_conf,prob_clean,prob_off,prob_hate,lr_correct,bilstm_correct,phobert_correct
Vũ Thanh Huyền khi bạn cmt nhưng lại quên lắp não :v,vũ_thanh_huyền khi bạn comment nhưng lại quên lắp_não vậy,9,2,HATE,0,0.985,0,0.9753,0,0.9856,0.9856,0.006,0.0084,False,False,False
"Con này nếu một ngày thằng Đài Loan nó đuổi, thì nó đi đâu",con này nếu một ngày thằng đài loan nó đuổi thì nó đi đâu,14,0,CLEAN,2,0.9819,2,0.9519,2,0.9856,0.0107,0.0036,0.9856,False,False,False
Chị ba nói chuyện hây wa chị ba ơi,chị ba nói_chuyện hây quá chị ba ơi,8,0,CLEAN,0,0.6369,0,0.7633,2,0.9856,0.0109,0.0035,0.9856,True,True,False
"Ăn thua gì, ăn mừng đón con khỉ nói tiếng Hoa cũng chết vài triệu mạng rồi.",ăn_thua gì ăn_mừng đón con khỉ nói tiếng hoa cũng chết vài triệu mạng rồi,15,1,OFFENSIVE,0,0.7005,2,0.8239,2,0.9856,0.0064,0.008,0.9856,False,False,False
TPhcm có chợ nổi,tphcm có chợ nổi,4,0,CLEAN,1,0.9412,1,0.5099,1,0.9855,0.0024,0.9855,0.0121,False,False,False
Lai chim chửi máy đứa trẻ trâu pat! Đi chị,lai_chim chửi máy đứa trẻ trâu pat đi chị,9,0,CLEAN,1,0.5773,1,0.5226,2,0.9855,0.0067,0.0078,0.9855,False,False,False
Đùa :)) nó rời khỏi eu chứ có phải nó bê cái nước nó ra khỏi châu âu đi sang châu khác k mà cứ cãi thế nhỉ ngu đ chịu được =))),đùa nó rời khỏi eu chứ có phải nó bê cái nước nó ra khỏi châu_âu đi sang châu khác không mà cứ cãi_thế nhỉ ngu đ chịu được,29,1,OFFENSIVE,1,0.4667,2,0.7118,2,0.9854,0.0098,0.0048,0.9854,True,False,False
"Bên Anh có vụ racist nữa, anh du học sinh Singapore bị nhóm hãm lon thượng đẳng đánh cho bờm đầu. Với cả chị này ý thức hơn hẳn chị Nhung, tôi thấy chị này chả có lỗi gì cả, quay về VN chữa trị vì rõ ràng VN đang thể hiện rất tốt phòng chống dịch",bên anh có vụ racist nữa anh du_học_sinh singapore bị nhóm hãm lon thượng_đẳng đánh cho bờm_đầu với cả chị này ý_thức hơn hẳn chị nhung tôi thấy chị này chả có lỗi gì cả quay về vn chữa_trị_vì rõ_ràng vn đang thể_hiện rất tốt phòng_chống dịch,47,0,CLEAN,2,0.9907,2,0.9023,2,0.9854,0.0113,0.0033,0.9854,False,False,False
"to su ong CAn, deu co ong CAn nao tot. ong CAn tot chi thay trog phim. sao ko co ng nao di cung chu",to_su ong can_deu co_ong can_nao tot ong can_tot chi thay trog phim sao không co_ng nao di_cung chu,18,2,HATE,0,0.7308,0,0.7091,0,0.9854,0.9854,0.0084,0.0062,False,False,False
Sao đi so sánh ngừoi dân như chó vậy Admin..coi vậy có đc ko?,sao đi so_sánh ngừoi dân như chó vậy admin coi vậy có được không,14,0,CLEAN,2,0.9389,2,0.8852,2,0.9853,0.009,0.0058,0.9853,False,False,False
Chưa cạo râu kìa con bóng Lông xiên,chưa cạo râu_kìa con bóng lông xiên,7,2,HATE,0,0.4054,2,0.4303,0,0.9853,0.9853,0.0042,0.0104,False,True,False
vào phòng kín cho đấm lại là huề :v chứ rùm ben kiểu này xấu mặt nội bộ hết :v,vào phòng kín cho đấm lại là huề vậy chứ rùm ben kiểu này xấu mặt nội_bộ hết vậy,19,0,CLEAN,1,0.4736,1,0.5109,1,0.9853,0.01,0.9853,0.0047,False,False,False
Huỳnh My đỉ mẹ. T vs m đi trước thời đại mất tiêu r bé 🤣,huỳnh_my đỉ mẹ tao vs mày đi trước thời_đại mất tiêu rồi bé,13,0,CLEAN,0,0.729,2,0.4526,2,0.9853,0.0101,0.0046,0.9853,True,False,False
Việc đéo j cũng đến tay tao kể cả việc lái xe cho ông già,việc đéo gì cũng đến tay tao kể_cả việc lái_xe cho ông_già,12,0,CLEAN,1,0.8969,1,0.7415,1,0.9852,0.0115,0.9852,0.0033,False,False,False
Nhịn tham nhũng sẽ có lợi hơn cho các lãnh đạo Việt Nam .,nhịn tham_nhũng sẽ có lợi hơn cho các lãnh_đạo việt_nam,10,0,CLEAN,2,0.9324,2,0.8315,2,0.985,0.0111,0.0039,0.985,False,False,False
Chị ơi có rãnh không chị chửi con mẹ 65 bớt những lo đi.,chị ơi có rãnh không chị chửi con mẹ 65 bớt những lo đi,14,0,CLEAN,2,0.8778,2,0.8217,2,0.9849,0.0103,0.0048,0.9849,False,False,False
Cuộc sống này khốn nạn hơn mình tưởng,cuộc_sống này khốn_nạn hơn mình tưởng,6,0,CLEAN,1,0.5867,1,0.6463,1,0.9847,0.0102,0.9847,0.0051,False,False,False
Tối qua xem đoạn này mà đéo dám cười,tối_qua xem đoạn này mà đéo dám cười,8,1,OFFENSIVE,0,0.8948,1,0.7483,0,0.9846,0.9846,0.0134,0.0019,False,True,False
trong ảnh nhìn đẹp trai mà sao trong clip nhìn hãm loll vậy a,trong ảnh nhìn đẹp_trai mà sao trong clip nhìn hãm loll vậy anh,13,2,HATE,0,0.7471,0,0.9701,0,0.9845,0.9845,0.0114,0.004,False,False,False
Xứ tư bản của ba que,xứ tư_bản của ba que,5,0,CLEAN,2,0.8613,2,0.6117,2,0.9845,0.0111,0.0044,0.9845,False,False,False
virus corona tuổi lìn :))),virus corona tuổi lìn,4,1,OFFENSIVE,0,0.7661,0,0.5114,0,0.9844,0.9844,0.008,0.0076,False,False,False
Chi em ma chui lon ke cho nguoi ta nghe nguoi ta cuoi hay ho gi,chi em ma chui lon ke cho nguoi ta nghe nguoi ta cuoi hay ho gi,16,0,CLEAN,0,0.4568,2,0.8042,2,0.9843,0.0106,0.0051,0.9843,True,False,False
con di~ dang hang leo rank,con di_dang hang leo rank,5,1,OFFENSIVE,2,0.8304,2,0.5023,2,0.9842,0.0115,0.0043,0.9842,False,False,False
Page này của việt tân à ? Toàn đấy nz đến lật đổ xhcn là sao ?,page này của việt_tân à toàn đấy nz đến lật_đổ xhcn là sao,13,0,CLEAN,0,0.8995,2,0.4401,2,0.9842,0.0122,0.0036,0.9842,True,False,False
Phương Thảo đừng có thằng boom ăn bậy bạ nha m,phương_thảo đừng có thằng boom ăn bậy_bạ nha mày,9,0,CLEAN,0,0.7252,0,0.7116,2,0.9838,0.0126,0.0036,0.9838,True,True,False
Mấy bóng khung,mấy bóng khung,3,2,HATE,2,0.9421,2,0.6078,0,0.9837,0.9837,0.0034,0.0129,True,True,False
"Làm được chức lớn mà cậy, chẳng hiểu cán bộ lãnh đạo làm như vậy có đẹp để noi gương không, đọc xong nghe mak hết muốn ăn",làm được chức lớn mà cậy chẳng hiểu cán_bộ lãnh_đạo làm như_vậy có đẹp để noi_gương không đọc xong nghe mak hết muốn ăn,24,0,CLEAN,2,0.6264,2,0.7974,2,0.9837,0.007,0.0093,0.9837,False,False,False
Khổ thân a. Nhìn mặt a e thấy ngột ngạt r á,khổ thân anh nhìn mặt anh_em thấy ngột_ngạt rồi á,10,2,HATE,0,0.6602,0,0.9056,0,0.9837,0.9837,0.0035,0.0127,False,False,False
Yêu ai thì kệ mẹ nó. Đăng làm cc gì,yêu ai thì kệ mẹ nó đăng làm cc gì,10,2,HATE,2,0.5072,1,0.8206,1,0.9836,0.0022,0.9836,0.0142,True,False,False
Đến cảnh này lại đéo nhịn cười được cmay ạ =)),đến cảnh này lại đéo nhịn cười được cmay ạ,10,0,CLEAN,0,0.6411,1,0.5691,1,0.9836,0.0132,0.9836,0.0032,True,False,False
Nó chôn lò rồi thì ông cố nội lão trọng có sống dậy mà bắt cái thang cũng bó tay.,nó chôn_lò rồi thì ông cố nội_lão trọng có sống dậy mà bắt cái thang cũng bó_tay,17,2,HATE,1,0.7054,0,0.5694,0,0.9835,0.9835,0.003,0.0135,False,False,False
Tội đì chây chíp ghê 😩😩😩,tội đì chây chíp ghê,5,0,CLEAN,0,0.7425,0,0.6064,1,0.9835,0.0123,0.9835,0.0042,True,True,False
Không có nên chửi người ta là bắt ky! Hồn láo toét miệng lưỡi quá! Khẩu nghiệp quả báo sớm lắm,không có nên chửi người ta là bắt ky_hồn láo_toét miệng lưỡi quá khẩu_nghiệp quả báo sớm lắm,18,2,HATE,2,0.6728,2,0.8188,1,0.9834,0.0111,0.9834,0.0054,True,True,False
Cho những ai chưa biết quần què là gì.? :))),cho những_ai chưa biết quần_què là gì,7,0,CLEAN,1,0.9608,1,0.6222,1,0.9832,0.0123,0.9832,0.0045,False,False,False
Làm riết thấy chán. Lên cao thủ lẹ đi ông già,làm riết thấy chán lên cao_thủ lẹ đi ông_già,9,1,OFFENSIVE,0,0.938,0,0.793,0,0.983,0.983,0.0054,0.0117,False,False,False
Đánh chết mẹ thằng này đi,đánh chết mẹ thằng này đi,6,1,OFFENSIVE,2,0.8422,1,0.5166,2,0.9829,0.01,0.0072,0.9829,False,True,False
"Đậu Văn Cường nhìn như thằng nghiện, ghê bỏ mẹ ra",đậu văn_cường nhìn như thằng nghiện ghê bỏ mẹ ra,10,0,CLEAN,1,0.6682,1,0.7823,2,0.9828,0.0117,0.0054,0.9828,False,False,False
"Tao phải qua phản đối bọn ba que indo nha, bác tao nhìn đẹp chai đoản hậu, lộn phúc hậu thế kia mà nó quất cặp môi như hai miếng thịt trâu là làm thao",tao phải qua phản_đối bọn ba que indo_nha bác tao nhìn đẹp chai đoản hậu_lộn phúc_hậu thế kia mà nó quất cặp môi như hai miếng thịt trâu là làm thao,31,2,HATE,2,0.9548,2,0.8625,0,0.9828,0.9828,0.0035,0.0137,True,True,False
Nói ra câu ngu bị mọi người chửi thêm cho,nói ra câu ngu bị mọi người chửi thêm cho,10,0,CLEAN,2,0.6504,1,0.6178,1,0.9826,0.0111,0.9826,0.0063,False,False,False
Đr chỗ thì gọi Li quăng chỗ thì gọi là cái giường có chỗ thì gọi dạc mà chuyện đó bình thường mà,đr chỗ thì gọi li_quăng chỗ thì gọi_là cái giường có chỗ thì gọi dạc mà chuyện đó bình_thường mà,20,0,CLEAN,1,0.7097,2,0.6849,1,0.9826,0.0125,0.9826,0.0049,False,False,False
Hải Đăng t gọi tường gió oánh bỏ mịa bây giờ :((,hải_đăng tao gọi tường gió oánh bỏ mịa bây_giờ,9,0,CLEAN,2,0.7575,1,0.5338,1,0.9824,0.0051,0.9824,0.0125,False,False,False
Nhanh chậm cái con mẹ chúng mày =))),nhanh châ mày ca i con me chu_ng ma_y,9,1,OFFENSIVE,2,0.9767,2,0.8907,2,0.9824,0.0073,0.0103,0.9824,False,False,False
"Đưa từ vụ bán độ lịch sử 4 cái tàu choán nước hơn nghìn tấn,ngắm bắn bằng radar,F5 thì đậu chật kín đà nẵng,hải quân hạng 6,không quân hạng 4 thế giới,hùng hổ ra trận bắn lẫn nhau rồi bị mấy cái tầu cởi chuồng từ ww2 hiếp dâm chết :v",đưa từ vụ bán_độ lịch_sử 4 cái tàu choán nước hơn nghìn tấn ngắm bắn bằng radar_f5 thì đậu chật kín đà_nẵng hải_quân hạng 6 không_quân hạng 4 thế_giới hùng_hổ ra trận bắn lẫn nhau rồi bị mấy cái tầu cởi chuồng từ ww2 hiếp_dâm chết vậy,47,0,CLEAN,2,0.9291,2,0.6456,2,0.9823,0.012,0.0057,0.9823,False,False,False
Bạn Ba còn gạ bạn Thơ vô to lét nữa :))),bạn ba còn gạ bạn thơ vô to_lét nữa,9,0,CLEAN,1,0.8034,2,0.6267,1,0.9822,0.0123,0.9822,0.0055,False,False,False
bị tâm thần vẫn có thể có học vị TS nhé. Cám ơn TS Vũ Tiến Lộc đã mang lại niềm tin cho cộng đồng bệnh nhân tâm thần.,bi_tâm thâ n vâ_n co_thê co_ho c_vi ts nhe ca mày ơn ts vu_tiê n lô c_đa mang la i niê mày tin cho cô ng_đô ng_bê nh nhân_tâm thâ n,31,2,HATE,0,0.451,2,0.6846,0,0.982,0.982,0.0073,0.0108,False,True,False
Phạm Văn Lộc vãi lol lộc,phạm_văn_lộc vãi lol lộc,4,2,HATE,1,0.9762,1,0.8928,1,0.9819,0.0111,0.9819,0.007,False,False,False
Xin mời :))) to mồm đòi làm cách mạng vậy làm đi :))) lật đổ cộng sản đi :))),xin mời to_mồm đòi làm cách_mạng vậy làm đi lật_đổ cộng_sản đi,12,0,CLEAN,0,0.4114,0,0.8836,2,0.9819,0.0124,0.0057,0.9819,True,True,False
Hại não vồn tốn 2 phút của cuộc đời để đọc cái sờ ta tus này và 30s để viết cmt và tốn 2p30s để. Đọc lại cái cmt 🥺😊💐😆,hại não vồn tốn 2 phút của cuộc_đời để đọc cái sờ ta tus này và 30 s để viết comment và tốn 2 p30s để đọc lại cái comment,30,0,CLEAN,1,0.4302,2,0.7335,1,0.9819,0.0063,0.9819,0.0118,False,False,False
ặc ặc hóng tin,ặc ặc hóng tin,4,0,CLEAN,0,0.9672,0,0.9382,1,0.9817,0.0154,0.9817,0.0029,True,True,False
Bạn bè mờ ý thức khác hẳn nhau nhỉ =)),bạn_bè mờ ý_thức khác hẳn nhau nhỉ,7,0,CLEAN,1,0.3901,1,0.6713,2,0.9816,0.012,0.0065,0.9816,False,False,False
VN phải có cái riêng biệt cái tự chủ độc lập toàn đi sau làm sau,vn phải có cái riêng_biệt cái tự_chủ độc_lập toàn đi sau làm sau,13,1,OFFENSIVE,1,0.4489,1,0.4563,0,0.9816,0.9816,0.0129,0.0055,True,True,False
Người dân biểu tình phản đối thằng ăn cướp bị bọn mày bắt bớ đánh đập thì tụi mày là cái gì,người_dân biểu_tình phản_đối thằng ăn cướp bị bọn mày bắt_bớ đánh_đập thì tụi mày là cái gì,17,0,CLEAN,2,0.9943,2,0.9545,2,0.9815,0.0145,0.004,0.9815,False,False,False
Làm tí game gủng cho đỡ puồn,làm tí game gủng cho đỡ puồn,7,0,CLEAN,0,0.7305,0,0.8914,1,0.9813,0.0149,0.9813,0.0038,True,True,False
Mày làm tao bối rối vl admin :)),mày làm tao bối_rối_vãi admin,5,0,CLEAN,2,0.8208,0,0.4204,2,0.9811,0.0138,0.0051,0.9811,False,True,False
Công nghệ xây cầu mới của đảng và nhà nước ta đấy! Thế giới chưa nước nào có đâu,công_nghệ xây cầu mới của đảng và nhà_nước ta đấy thế_giới chưa nước nào có đâu,16,1,OFFENSIVE,2,0.8713,2,0.7976,0,0.9804,0.9804,0.0057,0.0139,False,False,False
"doanh nghiệp nó sai thì nó bị phạt, còn thằng này thích tống tiền doanh nghiệp thì nó cũng đéo đúng đâu mà gào mồm ăn vạ :)) tưởng ăn đc tiền của ngkhác dễ à",doanh_nghiệp nó sai thì nó bị phạt còn thằng này thích tống_tiền doanh_nghiệp thì nó cũng đéo đúng đâu mà gào mồm ăn_vạ tưởng ăn được tiền của ngkhác dễ à,31,1,OFFENSIVE,2,0.9306,2,0.8961,2,0.9803,0.0119,0.0078,0.9803,False,False,False
Đưa lên kiểu này có khi ngày mai nó cho người ra đập bỏ luôn là hiểu nhé 😭,đưa lên kiểu này có_khi ngày_mai nó cho người ra đập bỏ luôn là hiểu nhé,16,2,HATE,0,0.924,0,0.9457,0,0.9803,0.9803,0.0118,0.0079,False,False,False
Thằng hùng vs bà  4 Nha đụ nín thở nhe a tuân.,thằng hùng vs bà 4 nha đụ nín thở nhe anh tuân,12,1,OFFENSIVE,2,0.8918,2,0.7862,2,0.9802,0.0145,0.0053,0.9802,False,False,False
"thế bạn biết đường chạy qua cánh đồng , chỉ qua 2 3 nhà dân , đền bù cho dân 200 triệu . ghi vào sổ sách 500 triệu không :v . chưa kể nhiều ông quan chức to kí duyệt là đều phải có lót tay , mỗi dụ án lót tay chả mấy khi dưới đơn vị "" tỷ đồng """,thế bạn biết đường chạy qua cánh đồng chỉ qua 2 3 nhà dân đền_bù cho dân 200 triệu ghi vào sổ_sách 500 triệu không vậy chưa kể nhiều ông quan_chức to kí_duyệt là đều phải có lót tay mỗi dụ_án lót tay chả_mấy khi dưới đơn_vị tỷ đồng,49,0,CLEAN,0,0.554,0,0.9396,2,0.9801,0.0139,0.0059,0.9801,True,True,False
vâng ơn đoảng ơn boác xd,vâng ơn đoảng_ơn boác xd,5,2,HATE,0,0.9733,0,0.4471,0,0.9798,0.9798,0.0036,0.0166,False,False,False
Óc chó,óc chó,2,1,OFFENSIVE,2,0.9684,1,0.5683,2,0.9794,0.003,0.0176,0.9794,False,True,False
Tại sao những đứa như này lại tồn tại trong khi những người tốt thì lại bị tan nạn & mất mạng vì lũ lụt mà méo do thiên tai gây ra nhể ???,tại_sao những đứa như này lại tồn_tại trong khi những người tốt thì lại bị tan nạn mất_mạng vì lũ_lụt mà méo do thiên_tai gây ra nhể,27,1,OFFENSIVE,2,0.5022,2,0.6798,2,0.9793,0.0143,0.0064,0.9793,False,False,False
"Dân phát hiện cục cứt lạ sắp ra, báo cáo câpm trên, cấp trên bảo chờ kinh phí mới dc ỉa",dân phát_hiện cục cứt lạ sắp ra báo_cáo câpm trên cấp trên bảo chờ kinh_phí mới được ỉa,18,0,CLEAN,2,0.4885,2,0.9154,1,0.9793,0.0042,0.9793,0.0166,False,False,False
phe khoang qua ma oi,phe khoang qua ma oi,5,0,CLEAN,2,0.8189,2,0.4231,2,0.9792,0.0152,0.0056,0.9792,False,False,False
Do thiếu lozz ngọc trinh nên hôm qua tiệp hơi nông nỗi,do thiếu lozz ngọc_trinh nên hôm_qua tiệp_hơi nông_nỗi,8,2,HATE,2,0.5637,2,0.44,1,0.9791,0.0123,0.9791,0.0086,True,True,False
Phan VĂN Chương Hôi lông có cái hình đi đâu cũng đăng,phan_văn_chương hôi_lông có cái hình đi đâu cũng đăng,9,0,CLEAN,0,0.9019,0,0.7562,2,0.9789,0.0148,0.0063,0.9789,True,True,False
Cho liếm hậu m*n cái abe :)),cho liếm hậu_mày n cái abe,6,0,CLEAN,2,0.8074,1,0.591,2,0.9787,0.0059,0.0154,0.9787,False,False,False
"ông dần tôi hơi hột phép với ông ổng nói như hài chứ lũ bán nước ,nước đâu mà về ? về với nước bên kia thế giới ngàn thu thì được ???",ông dần tôi hơi hột_phép với ông ổng nói như hài chứ lũ bán nước nước đâu mà về về với nước bên kia thế_giới ngàn thu thì được,29,0,CLEAN,2,0.7743,2,0.7117,2,0.9786,0.0178,0.0035,0.9786,False,False,False
"ông có tuổi rùi! cố giữ gìn sức khỏe, thỉnh thoảng tấu hài bà con coi là zui rùi! mà giác ngộ vầy là tốt rùi, chứ nhìu ông già 3/// cố chấp lắm",ông có_tuổi rồi cố giữ_gìn sức_khỏe thỉnh_thoảng tấu hài bà_con coi là zui rồi mà giác_ngộ_vầy là tốt rồi chứ nhiều ông_già 3 cố_chấp lắm,25,2,HATE,0,0.8458,0,0.8769,0,0.9786,0.9786,0.0025,0.0189,False,False,False
"Giàu thì nói cứt cũng thành cơm,nói gì chả đúng",giàu thì nói cứt cũng thành cơm nói gì chả đúng,11,2,HATE,1,0.7656,1,0.5362,1,0.9782,0.0183,0.9782,0.0035,False,False,False
Mom cho ko moc dc nga Voi,mom cho không moc được nga voi,7,1,OFFENSIVE,1,0.5558,1,0.7426,0,0.9782,0.9782,0.006,0.0158,True,True,False
Chọc và chửi một người bị thần kinh là ác đức lắm đấy hãy ngừng gây tội ác!!!,cho c va_chư i mô tao ngươ i bi_thâ n kinh_la anh c đư c lă mày đâ y ha y_ngư_ng gây tô i anh c,26,2,HATE,0,0.9695,0,0.6189,0,0.9777,0.9777,0.0049,0.0174,False,False,False
Hải Yến bố cái con thái lọ,hải_yến bố cái con_thái lọ,5,2,HATE,2,0.8206,1,0.4354,0,0.9773,0.9773,0.01,0.0127,True,False,False
Len tp chi vay ma cai mui cong vong,len tp chi vay ma cai_mui cong_vong,7,0,CLEAN,2,0.5209,2,0.4758,2,0.9772,0.0137,0.0091,0.9772,False,False,False
"Thôn làm vậy là do thôn lầm, thôn lầm nên dân nó ghét, nó bật lại là thôn cái lù",thôn làm_vậy là do thôn lầm_thôn lầm nên dân nó ghét nó bật lại là thôn cái lù,18,1,OFFENSIVE,2,0.9201,2,0.932,2,0.9769,0.0141,0.009,0.9769,False,False,False
"Mikhai chốp còn biết nhảu khỏi tàu đắm,chứ bọn này đéo nhẩy đâu,ảo thuật gia và phim ở hollywood phải gọi bằng ""Cụ""🤣",mikhai chốp còn biết nhảu khỏi tàu đắm chứ bọn này đéo nhẩy đâu ảo_thuật_gia và phim ở hollywood phải gọi bằng cụ,23,1,OFFENSIVE,2,0.8253,2,0.8947,2,0.9768,0.0179,0.0053,0.9768,False,False,False
Khổ thân cho các bác sĩ cùng người dân luôn tích cực phòng ngừa tìm cách để ngăn dịch kèm theo sự tuyên truyền của nhà nc mà bây giờ loi ra thêm mấy thành phần y thức kém làm công sức bao lâu do song do biển hết hy sinh vô ích buồn thiệt chứ,khô thân cho ca c ba c si cu ng ngươ i dân luôn ti ch_cư c pho ng ngư anh ti_mày cách đê ngăn di_ch ke mày theo sư tuyên_truyê n cu anh nha nc ma bây giơ_loi ra thêm mâ y_tha nh phâ n y_thư c_ke mày la_mày công_sư c bao_lâu do song do biê n hê tao hy_sinh vô i ch buô n thiê tao chư,69,0,CLEAN,2,0.9729,2,0.7486,2,0.9766,0.0195,0.0038,0.9766,False,False,False
ghê gớm,ghê_gớm,1,0,CLEAN,0,0.7372,0,0.3761,1,0.9764,0.0198,0.9764,0.0038,True,True,False
Tuần sau mình đi ăn burn real đi Thiên Khánh Cao Tuyet Nhung Dang Trâu Con Le Mynhut,tuần sau mình đi ăn burn_real đi thiên_khánh cao_tuyet nhung dang trâu con le mynhut,15,0,CLEAN,0,0.8284,0,0.4503,1,0.9764,0.0123,0.9764,0.0113,True,True,False
Lee Sin lol mẹ giáo án kiểm soát của thầy Tú,lee sin lol mẹ giáo_án kiểm_soát của thầy tú,9,0,CLEAN,1,0.5736,2,0.5021,1,0.9761,0.0031,0.9761,0.0207,False,False,False
Bede,bede,1,0,CLEAN,2,0.8146,1,0.4252,1,0.976,0.0071,0.976,0.0169,False,False,False
Võ Công Hoàng cái lon má,võ_công_hoàng cái lon má,4,1,OFFENSIVE,1,0.5985,1,0.6426,2,0.9759,0.0052,0.0188,0.9759,True,True,False
Võ Công Hoàng cái lon má,võ_công_hoàng cái lon má,4,1,OFFENSIVE,1,0.5985,1,0.6426,2,0.9759,0.0052,0.0188,0.9759,True,True,False
"Trắng biến thành đen , có biến thành ko , ko biến thành có họ còn làm được chứ trắng biến thành xanh là chuyện nhỏ",trắng biến thành đen có biến thành không không biến thành có họ còn làm được chứ trắng biến thành xanh là chuyện nhỏ,24,2,HATE,1,0.5046,2,0.9558,0,0.9758,0.9758,0.0201,0.0041,False,True,False
Nguyễn Đức Ánh khôn hơn cả họ nhà m.,nguyễn_đức_ánh khôn hơn cả họ nhà mày,7,2,HATE,2,0.7331,0,0.4035,0,0.9756,0.9756,0.0042,0.0202,True,False,False
Lưu Nguyễn thâm vl :))))),lưu nguyễn_thâm_vãi,2,0,CLEAN,0,0.7709,0,0.6101,1,0.9756,0.0199,0.9756,0.0045,True,True,False
"Quá tốt,vậy là cả thế giới noi gương theo Mỹ có biện pháp chế tài đối với cá nhân,tổ chức,nhà nước vi phạm nhân quyền, Mỹ, Canada,Úc,Nhật và các nước khối EU phối hợp về chống vi phạm nhân quyền như thế thì mới có hiệu quả,mấy thằng đàn áp nhân quyền hết đường chạy,chẳng lẽ nó chạy qua mấy nước nghèo đói lạc hậu như Châu Phi hay mấy nước nhược tiểu ở Châu Á",quá tốt vậy là cả thế_giới noi_gương theo mỹ có biện_pháp chế_tài đối_với cá_nhân tổ_chức nhà_nước vi_phạm nhân_quyền mỹ_canada úc_nhật và các nước khối eu phối_hợp về chống vi_phạm nhân_quyền như_thế thì mới có hiệu_quả mấy thằng đàn_áp nhân_quyền hết đường chạy chẳng_lẽ nó chạy qua mấy nước nghèo_đói lạc_hậu như châu_phi hay mấy nước nhược_tiểu ở châu_á,58,0,CLEAN,2,0.9678,2,0.9434,2,0.9753,0.0209,0.0038,0.9753,False,False,False
Cho ra những tấm ảnh đầy tính ấu dâm,cho ra những tấm ảnh đầy tính ấu_dâm,8,1,OFFENSIVE,0,0.6216,0,0.8705,0,0.9753,0.9753,0.02,0.0047,False,False,False
Chu cờ mo là cho mò cu á. Chết đứng vs minh tuân. Kkk,chu_cờ mo là cho mò cu á chết_đứng vs_minh tuân không,11,0,CLEAN,2,0.5971,0,0.4688,2,0.9751,0.0205,0.0044,0.9751,False,True,False
"Con bong sao lo ve my cho 1,ooo mot nguoi do thui",con bong sao lo ve_my cho 1 oo mot nguoi do thôi,12,0,CLEAN,2,0.6701,2,0.8186,2,0.975,0.0143,0.0107,0.975,False,False,False
"Đang nói về vấn đề nước nôi ở sông cửu long, bạn dong tran có đọc hết cm k vậy?",đang nói về vấn_đề nước_nôi ở sông cửu long bạn dong_tran có đọc hết cm không vậy,17,0,CLEAN,1,0.5045,2,0.4768,2,0.975,0.0156,0.0094,0.975,False,False,False
Thượng đẳng j mà chậm quá trend này Việt Nam làm biết bao lâu rồi 🙊,thượng_đẳng gì mà chậm quá trend này việt_nam làm biết_bao_lâu rồi,11,0,CLEAN,0,0.699,0,0.6788,2,0.975,0.0195,0.0055,0.975,True,True,False
Nhìn bản mặt Thành Long nhầm tưởng nhân hậu nhưng bản chất vô hậu,nhìn bản mặt thành long nhầm_tưởng nhân_hậu nhưng bản_chất vô_hậu,10,2,HATE,2,0.9112,2,0.8615,0,0.9748,0.9748,0.0027,0.0225,True,True,False
"Cô ba chở vàng qua mỹ :)) nghe hư cấu vl,mày vào xem ký sự 30/4 đi nhé",cô ba chở vàng qua mỹ nghe hư cấu_vãi mày vào xem ký_sự 30 4 đi nhé,17,1,OFFENSIVE,0,0.5196,2,0.6693,0,0.9746,0.9746,0.0218,0.0036,False,False,False
Nát từ trong ra ngoài 😏😏😏,nát từ trong ra ngoài,5,0,CLEAN,0,0.5072,0,0.5058,1,0.9745,0.0207,0.9745,0.0047,True,True,False
Khịa 😂,khịa,1,0,CLEAN,0,0.6112,1,0.45,1,0.9745,0.0211,0.9745,0.0044,True,False,False
Bàn tay em đẹp quá. Nhìn chị là đàn bà mà xấu quá..,bàn_tay em đẹp quá nhìn chị là đàn_bà mà xấu quá,11,2,HATE,0,0.4907,0,0.3926,0,0.9744,0.9744,0.0038,0.0219,False,False,False
thằng cha nào đó sáng lên ti vi phỏng vấn danh nhân thời đại chiều là thấy nó vào khám rồi chuyện vn,thằng_cha nào đó sáng lên ti_vi_phỏng_vấn danh_nhân thời_đại chiều là thấy nó vào khám rồi chuyện vn,17,2,HATE,0,0.8821,1,0.669,0,0.9741,0.9741,0.0204,0.0056,False,False,False
"Bị giải tỏa nhưng đền bù không thỏa đáng, cả nhà sắp mất bát cơm nên làm liều.",bị giải_tỏa nhưng đền_bù không thỏa đáng cả nhà sắp mất bát cơm nên làm liều,16,2,HATE,1,0.589,0,0.9367,0,0.974,0.974,0.0229,0.0031,False,False,False
"Khổ, hồi bé không biết gì cứ đứng trước mặt người lớn tò te cái mồm \"" gửi cho em bao cao su và thêm mấy bao thuốc lá \"".",khổ hồi bé không biết gì cứ đứng trước mặt người_lớn tò_te cái mồm gửi cho em bao cao_su và thêm mấy bao thuốc_lá,24,0,CLEAN,2,0.5208,0,0.4445,1,0.9739,0.0223,0.9739,0.0038,False,True,False
Tức phọt sữa,tức phọt sữa,3,0,CLEAN,0,0.7082,0,0.8427,1,0.9738,0.023,0.9738,0.0032,True,True,False
Chán thực sự =))),chán thực_sự,2,0,CLEAN,0,0.81,0,0.4681,1,0.9736,0.0225,0.9736,0.004,True,True,False
